name,format,feat_size,num_parts,time_select(s),time_num_parts(s),time_bucket(s),time_exe_our(ms)
bert.encoder.layer.4.attention.self.key.weight,BSR,512,0,0.005722096189856529,0,0,0.02876179
bert.encoder.layer.4.attention.self.value.weight,BSR,512,0,0.0063443854451179504,0,0,0.030096400000000002
bert.encoder.layer.4.attention.output.dense.weight,BSR,512,0,0.0058207083493471146,0,0,0.018235849999999998
bert.encoder.layer.4.intermediate.dense.weight,BSR,512,0,0.0057785045355558395,0,0,0.11295289
bert.encoder.layer.4.output.dense.weight,BSR,512,0,0.005823463201522827,0,0,0.19133166000000001
bert.encoder.layer.5.attention.self.query.weight,BSR,512,0,0.00617915578186512,0,0,0.03010786
bert.encoder.layer.5.attention.self.key.weight,BSR,512,0,0.005903767421841621,0,0,0.030194890000000002
bert.encoder.layer.5.attention.self.value.weight,BSR,512,0,0.005855990573763847,0,0,0.03020211
bert.encoder.layer.5.attention.output.dense.weight,BSR,512,0,0.005853520706295967,0,0,0.01785075
bert.encoder.layer.5.intermediate.dense.weight,BSR,512,0,0.005801863968372345,0,0,0.11318187
bert.encoder.layer.5.output.dense.weight,BSR,512,0,0.006359251216053963,0,0,0.19139625000000002
bert.encoder.layer.6.attention.self.query.weight,BSR,512,0,0.0062115807086229324,0,0,0.03005845
bert.encoder.layer.6.attention.self.key.weight,BSR,512,0,0.005914285778999329,0,0,0.03011315
bert.encoder.layer.6.attention.self.value.weight,BSR,512,0,0.00586257129907608,0,0,0.03027581
bert.encoder.layer.6.attention.output.dense.weight,BSR,512,0,0.005854424089193344,0,0,0.020650659999999998
bert.encoder.layer.6.intermediate.dense.weight,BSR,512,0,0.005693256855010986,0,0,0.11285868000000002
bert.encoder.layer.6.output.dense.weight,BSR,512,0,0.005834657698869705,0,0,0.19308181000000002
bert.encoder.layer.7.attention.self.query.weight,BSR,512,0,0.005940120667219162,0,0,0.024813309999999998
bert.encoder.layer.7.attention.self.key.weight,BSR,512,0,0.005943194031715393,0,0,0.024607379999999998
bert.encoder.layer.7.attention.self.value.weight,BSR,512,0,0.005742188543081284,0,0,0.02625776
bert.encoder.layer.7.attention.output.dense.weight,BSR,512,0,0.0058419369161129,0,0,0.01989114
bert.encoder.layer.7.intermediate.dense.weight,BSR,512,0,0.005699614062905312,0,0,0.11281207
bert.encoder.layer.7.output.dense.weight,BSR,512,0,0.005792398005723953,0,0,0.19293433
bert.encoder.layer.8.attention.self.query.weight,BSR,512,0,0.006019482389092445,0,0,0.0246357
bert.encoder.layer.8.attention.self.key.weight,BSR,512,0,0.006059801205992699,0,0,0.024577480000000002
bert.encoder.layer.8.attention.self.value.weight,BSR,512,0,0.006011186167597771,0,0,0.02459634
bert.encoder.layer.8.attention.output.dense.weight,BSR,512,0,0.006392523646354675,0,0,0.018226430000000002
bert.encoder.layer.8.intermediate.dense.weight,BSR,512,0,0.0060280486941337585,0,0,0.11280268
bert.encoder.layer.8.output.dense.weight,BSR,512,0,0.005670784041285515,0,0,0.19126119
bert.encoder.layer.9.attention.self.query.weight,BSR,512,0,0.005845025181770325,0,0,0.01815527
bert.encoder.layer.9.attention.self.key.weight,BSR,512,0,0.00583232007920742,0,0,0.01813213
bert.encoder.layer.9.attention.self.value.weight,BSR,512,0,0.005903070792555809,0,0,0.018326650000000003
bert.encoder.layer.9.attention.output.dense.weight,BSR,512,0,0.006548745557665825,0,0,0.00998669
bert.encoder.layer.9.intermediate.dense.weight,BSR,512,0,0.0057432204484939575,0,0,0.11249964999999999
bert.encoder.layer.9.output.dense.weight,BSR,512,0,0.005816858261823654,0,0,0.18251673
bert.encoder.layer.10.attention.self.query.weight,BSR,512,0,0.005646303296089172,0,0,0.024659300000000002
bert.encoder.layer.10.attention.self.key.weight,BSR,512,0,0.0057490672916173935,0,0,0.02463057
bert.encoder.layer.10.attention.self.value.weight,BSR,512,0,0.005861649289727211,0,0,0.024797699999999995
bert.encoder.layer.10.attention.output.dense.weight,BSR,512,0,0.006235947832465172,0,0,0.01476535
bert.encoder.layer.10.intermediate.dense.weight,BSR,512,0,0.005732476711273193,0,0,0.11231386000000002
bert.encoder.layer.10.output.dense.weight,BSR,512,0,0.005722625181078911,0,0,0.16621645999999995
bert.encoder.layer.11.attention.self.query.weight,BSR,512,0,0.005723400041460991,0,0,0.02458366
bert.encoder.layer.11.attention.self.key.weight,BSR,512,0,0.0058019813150167465,0,0,0.02458878
bert.encoder.layer.11.attention.self.value.weight,BSR,512,0,0.005763590335845947,0,0,0.02462085
bert.encoder.layer.11.attention.output.dense.weight,BSR,512,0,0.005753425881266594,0,0,0.01563818
bert.encoder.layer.11.intermediate.dense.weight,BSR,512,0,0.006219631060957909,0,0,0.109152
bert.encoder.layer.11.output.dense.weight,BSR,512,0,0.005680637434124947,0,0,0.16284553999999998
