name,format,feat_size,num_parts,time_select(s),time_num_parts(s),time_bucket(s),time_exe_our(ms)
bert.encoder.layer.6.attention.self.query.weight,CELL,512,1,0.005997857078909874,0.005348199978470802,0.021783094853162766,0.01306736
bert.encoder.layer.6.attention.self.key.weight,CELL,512,1,0.005960969254374504,0.0052635557949543,0.02387782372534275,0.014703599999999999
bert.encoder.layer.6.attention.self.value.weight,CELL,512,1,0.006586890667676926,0.005841083824634552,0.02089029550552368,0.014077510000000001
bert.encoder.layer.6.attention.output.dense.weight,CELL,512,1,0.006002306938171387,0.005525752902030945,0.020392468199133873,0.01370763
bert.encoder.layer.6.intermediate.dense.weight,CELL,512,2,0.006279399618506432,0.005684219300746918,0.6000939030200243,0.19806298000000003
bert.encoder.layer.6.output.dense.weight,CELL,512,2,0.006065674126148224,0.0054299235343933105,0.347311707213521,0.12088888
bert.encoder.layer.7.attention.self.query.weight,CELL,512,1,0.006017852574586868,0.005312364548444748,0.020090634003281593,0.01329803
bert.encoder.layer.7.attention.self.key.weight,CELL,512,1,0.006037086248397827,0.005346858873963356,0.026150178164243698,0.01527347
bert.encoder.layer.7.attention.self.value.weight,CELL,512,1,0.006025727838277817,0.005247239023447037,0.03187275305390358,0.01836843
bert.encoder.layer.7.attention.output.dense.weight,CELL,512,1,0.005972865968942642,0.005318226292729378,0.027164679020643234,0.021902370000000004
bert.encoder.layer.7.intermediate.dense.weight,CELL,512,2,0.006019879132509232,0.00525098480284214,0.42374645359814167,0.14199374
bert.encoder.layer.7.output.dense.weight,CELL,512,2,0.006006211042404175,0.005294781178236008,0.2575453817844391,0.08998698
bert.encoder.layer.8.attention.self.query.weight,CELL,512,1,0.0064638033509254456,0.005371715873479843,0.015546994283795357,0.01205296
bert.encoder.layer.8.attention.self.key.weight,CELL,512,1,0.00597856380045414,0.005275832489132881,0.018215101212263107,0.01317393
bert.encoder.layer.8.attention.self.value.weight,CELL,512,1,0.0060826316475868225,0.00525897741317749,0.015573985874652863,0.012522279999999998
bert.encoder.layer.8.attention.output.dense.weight,CELL,512,1,0.0059893131256103516,0.005251236259937286,0.014340678229928017,0.01285865
bert.encoder.layer.8.intermediate.dense.weight,CELL,512,2,0.006038429215550423,0.005434328690171242,0.2672598771750927,0.11464605
bert.encoder.layer.8.output.dense.weight,CELL,512,1,0.006704799830913544,0.005853218957781792,0.16714970581233501,0.06579001000000001
bert.encoder.layer.9.attention.self.query.weight,CELL,512,1,0.006375400349497795,0.005699176341295242,0.03291507437825203,0.02019594
bert.encoder.layer.9.attention.self.key.weight,CELL,512,1,0.005963660776615143,0.005337495356798172,0.02994750440120697,0.01922002
bert.encoder.layer.9.attention.self.value.weight,CELL,512,1,0.006006723269820213,0.005422307178378105,0.007808107882738113,0.0118258
bert.encoder.layer.9.attention.output.dense.weight,CELL,512,1,0.0060700178146362305,0.005388123914599419,0.008220912888646126,0.01011961
bert.encoder.layer.9.intermediate.dense.weight,CELL,512,1,0.006010463461279869,0.0053932759910821915,0.0738856103271246,0.03718342
bert.encoder.layer.9.output.dense.weight,CELL,512,1,0.006141826510429382,0.005328508093953133,0.046495478600263596,0.026848320000000002
bert.encoder.layer.10.attention.self.query.weight,CELL,512,1,0.005962006747722626,0.005269678309559822,0.02216077782213688,0.01435224
bert.encoder.layer.10.attention.self.key.weight,CELL,512,1,0.005980100482702255,0.005241679027676582,0.021523818373680115,0.01423047
bert.encoder.layer.10.attention.self.value.weight,CELL,512,1,0.0059797558933496475,0.005234571173787117,0.007688766345381737,0.00717327
bert.encoder.layer.10.attention.output.dense.weight,CELL,512,1,0.006022322922945023,0.005221957340836525,0.00808749534189701,0.009686569999999999
bert.encoder.layer.10.intermediate.dense.weight,CELL,512,1,0.006025437265634537,0.0053100381046533585,0.06571017578244209,0.032874850000000004
bert.encoder.layer.10.output.dense.weight,CELL,512,1,0.006027944386005402,0.005270732566714287,0.037759723141789436,0.027645179999999995
bert.encoder.layer.11.attention.self.query.weight,CELL,512,1,0.005983168259263039,0.0052369385957717896,0.009421637281775475,0.00924454
bert.encoder.layer.11.attention.self.key.weight,CELL,512,1,0.005980335175991058,0.005287369713187218,0.01110873930156231,0.00860016
bert.encoder.layer.11.attention.self.value.weight,CELL,512,1,0.006125267595052719,0.005437823012471199,0.007792476564645767,0.006919089999999999
bert.encoder.layer.11.attention.output.dense.weight,CELL,512,1,0.005981398746371269,0.005303829908370972,0.008267475292086601,0.01049225
bert.encoder.layer.11.intermediate.dense.weight,CELL,512,1,0.006017427891492844,0.005315655842423439,0.04306482709944248,0.02578621
bert.encoder.layer.11.output.dense.weight,CELL,512,1,0.005958886817097664,0.0052589233964681625,0.03109963983297348,0.02222191
